T (s),0.04,0.05,0.075,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.5,6,6.5,7
0.55,0.58,0.582,0.587,0.609,0.615,0.625,0.632,0.639,0.647,0.661,0.675,0.689,0.701,0.711,0.742,0.766,0.791,0.813,0.831,0.854,0.87,0.888,0.906,0.917,0.937,0.951,0.963,0.976,0.984,1,0.987,0.971,0.946,0.926,0.906,0.891,0.872,0.86,0.844,0.827,0.803,0.787,0.765,0.757,0.735,0.727,0.717,0.712,0.699,0.691,0.672,0.655,0.641,0.628,0.617,0.603,0.592,0.577,0.553,0.541,0.532,0.529,0.521,0.516,0.526,0.515,0.525,0.524
0.6,0.554,0.556,0.557,0.578,0.584,0.594,0.6,0.607,0.616,0.63,0.644,0.659,0.67,0.68,0.711,0.736,0.761,0.782,0.8,0.823,0.84,0.86,0.877,0.889,0.908,0.922,0.936,0.949,0.958,0.987,1,0.988,0.965,0.947,0.928,0.915,0.896,0.885,0.87,0.853,0.829,0.815,0.793,0.785,0.765,0.756,0.745,0.741,0.729,0.72,0.699,0.682,0.668,0.653,0.642,0.627,0.616,0.601,0.579,0.567,0.558,0.553,0.546,0.541,0.551,0.541,0.549,0.547
0.65,0.54,0.541,0.537,0.557,0.563,0.572,0.579,0.587,0.595,0.61,0.623,0.638,0.649,0.659,0.689,0.713,0.738,0.759,0.777,0.8,0.817,0.837,0.855,0.867,0.887,0.901,0.915,0.93,0.939,0.971,0.988,1,0.989,0.972,0.954,0.942,0.924,0.913,0.898,0.881,0.856,0.841,0.819,0.811,0.791,0.782,0.771,0.767,0.754,0.745,0.724,0.706,0.691,0.675,0.663,0.648,0.636,0.621,0.6,0.588,0.579,0.574,0.567,0.562,0.571,0.56,0.567,0.562
0.7,0.519,0.52,0.517,0.536,0.542,0.551,0.558,0.565,0.573,0.587,0.6,0.614,0.625,0.634,0.663,0.687,0.712,0.733,0.751,0.774,0.791,0.81,0.828,0.84,0.86,0.875,0.889,0.903,0.912,0.946,0.965,0.989,1,0.989,0.971,0.959,0.941,0.931,0.916,0.899,0.875,0.86,0.837,0.827,0.806,0.798,0.786,0.781,0.769,0.759,0.736,0.719,0.703,0.686,0.674,0.657,0.645,0.631,0.61,0.598,0.589,0.584,0.577,0.572,0.579,0.569,0.573,0.566
0.75,0.499,0.501,0.5,0.518,0.523,0.532,0.539,0.545,0.554,0.567,0.58,0.594,0.605,0.614,0.643,0.666,0.691,0.712,0.73,0.752,0.769,0.79,0.807,0.819,0.839,0.854,0.868,0.882,0.892,0.926,0.947,0.972,0.989,1,0.988,0.976,0.958,0.948,0.934,0.917,0.893,0.878,0.854,0.844,0.822,0.812,0.8,0.795,0.782,0.772,0.749,0.731,0.716,0.699,0.686,0.67,0.658,0.644,0.624,0.613,0.604,0.599,0.592,0.587,0.594,0.583,0.585,0.577
0.8,0.497,0.494,0.492,0.509,0.515,0.523,0.53,0.536,0.543,0.555,0.567,0.579,0.59,0.597,0.625,0.647,0.671,0.692,0.71,0.732,0.749,0.769,0.786,0.798,0.817,0.833,0.847,0.861,0.87,0.906,0.928,0.954,0.971,0.988,1,0.992,0.975,0.965,0.951,0.934,0.91,0.894,0.871,0.861,0.837,0.827,0.814,0.809,0.797,0.787,0.763,0.745,0.729,0.712,0.699,0.682,0.67,0.655,0.635,0.625,0.616,0.612,0.605,0.6,0.604,0.593,0.594,0.584
0.85,0.488,0.485,0.483,0.499,0.504,0.512,0.518,0.523,0.53,0.542,0.554,0.566,0.576,0.583,0.61,0.632,0.657,0.678,0.696,0.717,0.734,0.754,0.77,0.781,0.801,0.817,0.831,0.846,0.855,0.891,0.915,0.942,0.959,0.976,0.992,1,0.993,0.984,0.969,0.952,0.927,0.912,0.889,0.878,0.855,0.844,0.832,0.827,0.813,0.803,0.778,0.759,0.743,0.724,0.711,0.693,0.68,0.665,0.644,0.633,0.624,0.62,0.613,0.608,0.607,0.595,0.595,0.585
0.9,0.477,0.476,0.473,0.487,0.492,0.499,0.505,0.509,0.516,0.528,0.538,0.549,0.559,0.565,0.592,0.615,0.639,0.661,0.678,0.698,0.715,0.734,0.749,0.76,0.78,0.796,0.811,0.825,0.836,0.872,0.896,0.924,0.941,0.958,0.975,0.993,1,0.993,0.979,0.962,0.937,0.923,0.9,0.888,0.865,0.855,0.842,0.837,0.823,0.811,0.784,0.763,0.748,0.729,0.715,0.697,0.683,0.669,0.645,0.634,0.625,0.62,0.613,0.607,0.603,0.59,0.59,0.58
0.95,0.469,0.467,0.462,0.475,0.48,0.488,0.493,0.498,0.504,0.514,0.524,0.536,0.546,0.552,0.579,0.602,0.625,0.646,0.664,0.683,0.7,0.719,0.734,0.745,0.766,0.782,0.797,0.812,0.822,0.86,0.885,0.913,0.931,0.948,0.965,0.984,0.993,1,0.994,0.978,0.953,0.939,0.915,0.904,0.882,0.873,0.86,0.854,0.84,0.827,0.801,0.78,0.764,0.745,0.73,0.712,0.699,0.684,0.661,0.649,0.64,0.634,0.627,0.621,0.618,0.604,0.604,0.593
1,0.462,0.46,0.454,0.466,0.47,0.477,0.482,0.486,0.492,0.503,0.513,0.523,0.533,0.539,0.565,0.587,0.609,0.63,0.647,0.667,0.684,0.703,0.718,0.73,0.751,0.767,0.782,0.796,0.806,0.844,0.87,0.898,0.916,0.934,0.951,0.969,0.979,0.994,1,0.987,0.962,0.948,0.924,0.913,0.893,0.884,0.87,0.864,0.848,0.836,0.809,0.788,0.771,0.751,0.737,0.718,0.704,0.69,0.666,0.654,0.645,0.638,0.631,0.625,0.622,0.609,0.61,0.598
1.1,0.46,0.456,0.448,0.458,0.461,0.469,0.474,0.476,0.482,0.492,0.502,0.512,0.52,0.525,0.55,0.572,0.594,0.614,0.631,0.65,0.667,0.686,0.7,0.712,0.733,0.75,0.765,0.779,0.789,0.827,0.853,0.881,0.899,0.917,0.934,0.952,0.962,0.978,0.987,1,0.989,0.975,0.953,0.941,0.922,0.913,0.9,0.893,0.877,0.867,0.838,0.818,0.8,0.779,0.764,0.745,0.73,0.715,0.692,0.681,0.671,0.664,0.657,0.65,0.648,0.636,0.638,0.626
1.2,0.451,0.446,0.434,0.441,0.445,0.451,0.456,0.458,0.463,0.473,0.482,0.491,0.499,0.504,0.53,0.551,0.573,0.593,0.609,0.628,0.644,0.662,0.676,0.688,0.71,0.727,0.742,0.755,0.765,0.803,0.829,0.856,0.875,0.893,0.91,0.927,0.937,0.953,0.962,0.989,1,0.989,0.968,0.956,0.938,0.929,0.915,0.909,0.892,0.881,0.854,0.833,0.815,0.793,0.778,0.758,0.743,0.728,0.705,0.693,0.684,0.677,0.669,0.662,0.662,0.652,0.653,0.641
1.3,0.434,0.431,0.415,0.422,0.426,0.432,0.437,0.438,0.442,0.451,0.459,0.468,0.476,0.482,0.507,0.53,0.553,0.575,0.591,0.609,0.624,0.642,0.656,0.668,0.69,0.707,0.722,0.737,0.747,0.787,0.815,0.841,0.86,0.878,0.894,0.912,0.923,0.939,0.948,0.975,0.989,1,0.99,0.979,0.962,0.952,0.937,0.93,0.914,0.903,0.876,0.855,0.838,0.815,0.8,0.78,0.765,0.75,0.728,0.715,0.706,0.699,0.691,0.684,0.681,0.671,0.671,0.658
1.4,0.419,0.416,0.398,0.401,0.405,0.41,0.415,0.415,0.419,0.428,0.436,0.445,0.453,0.459,0.483,0.506,0.529,0.551,0.568,0.585,0.6,0.617,0.631,0.643,0.664,0.681,0.697,0.712,0.724,0.765,0.793,0.819,0.837,0.854,0.871,0.889,0.9,0.915,0.924,0.953,0.968,0.99,1,0.992,0.975,0.964,0.948,0.941,0.926,0.915,0.888,0.868,0.85,0.827,0.812,0.792,0.777,0.762,0.739,0.728,0.718,0.711,0.703,0.695,0.691,0.68,0.679,0.667
1.5,0.422,0.414,0.394,0.395,0.399,0.404,0.408,0.407,0.412,0.421,0.43,0.438,0.447,0.452,0.476,0.498,0.521,0.543,0.559,0.577,0.59,0.608,0.621,0.634,0.654,0.671,0.687,0.703,0.715,0.757,0.785,0.811,0.827,0.844,0.861,0.878,0.888,0.904,0.913,0.941,0.956,0.979,0.992,1,0.992,0.982,0.966,0.958,0.943,0.932,0.907,0.886,0.868,0.844,0.83,0.81,0.795,0.78,0.757,0.747,0.737,0.729,0.721,0.713,0.708,0.695,0.694,0.681
1.6,0.412,0.396,0.376,0.375,0.38,0.385,0.388,0.387,0.392,0.401,0.409,0.418,0.428,0.433,0.457,0.478,0.502,0.523,0.538,0.554,0.567,0.584,0.598,0.611,0.632,0.648,0.664,0.68,0.691,0.735,0.765,0.791,0.806,0.822,0.837,0.855,0.865,0.882,0.893,0.922,0.938,0.962,0.975,0.992,1,0.993,0.979,0.97,0.955,0.943,0.917,0.896,0.878,0.854,0.841,0.822,0.807,0.793,0.77,0.76,0.75,0.742,0.734,0.725,0.72,0.707,0.705,0.692
1.7,0.416,0.395,0.37,0.371,0.376,0.381,0.384,0.383,0.387,0.396,0.403,0.413,0.422,0.427,0.451,0.473,0.497,0.518,0.533,0.549,0.561,0.579,0.593,0.605,0.625,0.64,0.656,0.671,0.683,0.727,0.756,0.782,0.798,0.812,0.827,0.844,0.855,0.873,0.884,0.913,0.929,0.952,0.964,0.982,0.993,1,0.994,0.987,0.972,0.959,0.933,0.912,0.892,0.868,0.855,0.838,0.822,0.808,0.783,0.774,0.763,0.756,0.747,0.738,0.731,0.717,0.714,0.702
1.8,0.415,0.393,0.366,0.364,0.369,0.374,0.378,0.376,0.38,0.389,0.397,0.405,0.415,0.419,0.445,0.466,0.49,0.512,0.527,0.542,0.555,0.572,0.585,0.597,0.616,0.631,0.646,0.661,0.672,0.717,0.745,0.771,0.786,0.8,0.814,0.832,0.842,0.86,0.87,0.9,0.915,0.937,0.948,0.966,0.979,0.994,1,0.995,0.982,0.968,0.942,0.921,0.9,0.876,0.864,0.846,0.83,0.815,0.79,0.78,0.769,0.761,0.753,0.743,0.734,0.719,0.716,0.703
1.9,0.411,0.392,0.364,0.36,0.364,0.369,0.372,0.371,0.376,0.385,0.393,0.401,0.41,0.415,0.441,0.463,0.486,0.507,0.522,0.537,0.549,0.567,0.58,0.592,0.612,0.626,0.641,0.657,0.668,0.712,0.741,0.767,0.781,0.795,0.809,0.827,0.837,0.854,0.864,0.893,0.909,0.93,0.941,0.958,0.97,0.987,0.995,1,0.993,0.981,0.956,0.934,0.913,0.888,0.876,0.858,0.842,0.826,0.801,0.791,0.78,0.772,0.763,0.752,0.742,0.728,0.724,0.709
